file;N_bad_channels;HighAmp;LowAmp;Bridged;Noise_Rate;FINAL;exclude_idx;exclude_labels;Clusters
sub-NDARZN277NR6_task-RestingState_eeg.set;1;[];['E67'];[];['E21', 'E30', 'E32', 'E37', 'E54', 'E55', 'E62', 'E67', 'E72', 'E85', 'E104', 'E110', 'E125'];['E30', 'E62', 'E32', 'E37', 'E21', 'E72', 'E110', 'E85', 'E54', 'E55', 'E125', 'E67', 'E104'];[0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 14, 16, 17, 19, 20, 23, 27, 28, 29, 32, 35, 37, 38, 39, 42, 46, 47, 51, 52, 53, 55, 58, 60, 61, 63, 65, 66, 67, 69, 73, 74, 78, 79, 80, 81, 83, 84, 86, 87, 88, 89, 90, 92, 93, 94, 96, 97];['line noise', 'line noise', 'line noise', 'line noise', 'line noise', 'line noise', 'eye blink', 'line noise', 'other', 'eye blink', 'line noise', 'line noise', 'eye blink', 'eye blink', 'eye blink', 'muscle artifact', 'other', 'line noise', 'other', 'other', 'eye blink', 'eye blink', 'channel noise', 'eye blink', 'other', 'channel noise', 'line noise', 'muscle artifact', 'other', 'eye blink', 'channel noise', 'eye blink', 'eye blink', 'line noise', 'muscle artifact', 'line noise', 'line noise', 'line noise', 'line noise', 'muscle artifact', 'other', 'eye blink', 'channel noise', 'channel noise', 'muscle artifact', 'eye blink', 'other', 'eye blink', 'other', 'other', 'line noise', 'channel noise', 'channel noise', 'other', 'other', 'other', 'other', 'other'];[]
sub-NDARZD415ZZ1_task-surroundSupp_run-1_eeg.set;5;['E6' 'E18' 'E25'];['E16' 'E107'];['E16', 'E107'];['E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E8', 'E9', 'E10', 'E11', 'E12', 'E13', 'E15', 'E18', 'E19', 'E20', 'E21', 'E22', 'E23', 'E24', 'E25', 'E26', 'E27', 'E28', 'E29', 'E30', 'E31', 'E32', 'E33', 'E34', 'E35', 'E36', 'E37', 'E39', 'E40', 'E41', 'E42', 'E44', 'E45', 'E46', 'E47', 'E49', 'E50', 'E53', 'E54', 'E55', 'E56', 'E58', 'E62', 'E74', 'E75', 'E78', 'E79', 'E80', 'E86', 'E87', 'E90', 'E91', 'E92', 'E93', 'E96', 'E97', 'E100', 'E101', 'E103', 'E104', 'E105', 'E106', 'E108', 'E109', 'E110', 'E111', 'E112', 'E114', 'E115', 'E116', 'E117', 'E118', 'E122', 'E123', 'E124', 'E125', 'E128'];['E105', 'E6', 'E79', 'E5', 'E111', 'E2', 'E108', 'E46', 'E31', 'E56', 'E3', 'E80', 'E58', 'E11', 'E87', 'E30', 'E100', 'E25', 'E12', 'E118', 'E92', 'E44', 'E21', 'E45', 'E55', 'E10', 'E62', 'E124', 'E122', 'E50', 'E97', 'E42', 'E22', 'E32', 'E27', 'E29', 'E28', 'E93', 'E109', 'E103', 'E104', 'E18', 'E47', 'E75', 'E54', 'E116', 'E96', 'E13', 'E49', 'E37', 'E117', 'E125', 'E78', 'E123', 'E115', 'E26', 'E16', 'E20', 'E34', 'E114', 'E106', 'E91', 'E74', 'E86', 'E35', 'E36', 'E39', 'E112', 'E53', 'E4', 'E9', 'E107', 'E33', 'E110', 'E15', 'E128', 'E24', 'E41', 'E101', 'E90', 'E7', 'E40', 'E19', 'E8', 'E23'];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 27, 28, 29, 31, 34, 35, 38, 39, 42, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 65, 66];['eye blink', 'channel noise', 'line noise', 'channel noise', 'channel noise', 'line noise', 'channel noise', 'line noise', 'eye blink', 'eye blink', 'channel noise', 'eye blink', 'line noise', 'eye blink', 'channel noise', 'eye blink', 'other', 'line noise', 'line noise', 'channel noise', 'other', 'other', 'line noise', 'line noise', 'eye blink', 'line noise', 'other', 'line noise', 'channel noise', 'line noise', 'other', 'line noise', 'heart beat', 'line noise', 'eye blink', 'other', 'line noise', 'line noise', 'channel noise', 'other', 'other', 'channel noise', 'other', 'other', 'other', 'other', 'other', 'eye blink', 'line noise', 'other', 'other', 'line noise', 'other', 'line noise', 'other'];[['E16', 'E107']]
sub-NDARBV680AA8_task-FunwithFractals_eeg.set;3;[];['E31' 'E55' 'E67'];['E67', 'E55'];['E1', 'E5', 'E6', 'E7', 'E8', 'E11', 'E12', 'E13', 'E16', 'E19', 'E20', 'E22', 'E24', 'E29', 'E30', 'E32', 'E35', 'E36', 'E37', 'E39', 'E40', 'E43', 'E49', 'E58', 'E62', 'E86', 'E95', 'E98', 'E104', 'E105', 'E106', 'E107', 'E109', 'E110', 'E111', 'E112', 'E113', 'E114', 'E115', 'E116', 'E117', 'E118', 'E120', 'E121', 'E122', 'E125', 'E128'];['E111', 'E16', 'E39', 'E13', 'E43', 'E86', 'E117', 'E110', 'E112', 'E106', 'E116', 'E58', 'E31', 'E49', 'E109', 'E11', 'E113', 'E122', 'E20', 'E29', 'E114', 'E32', 'E98', 'E118', 'E115', 'E40', 'E121', 'E12', 'E5', 'E120', 'E125', 'E104', 'E24', 'E128', 'E1', 'E19', 'E67', 'E62', 'E95', 'E105', 'E8', 'E30', 'E35', 'E37', 'E22', 'E7', 'E107', 'E36', 'E6', 'E55'];[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15, 16, 18, 21, 22, 23, 25, 26, 28, 29, 30, 32, 33, 34, 35, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 51, 52, 53, 56, 57, 58, 59, 61, 62, 63, 66, 67, 68, 69, 70];['channel noise', 'line noise', 'line noise', 'channel noise', 'eye blink', 'line noise', 'muscle artifact', 'eye blink', 'channel noise', 'other', 'line noise', 'channel noise', 'line noise', 'eye blink', 'line noise', 'muscle artifact', 'muscle artifact', 'other', 'eye blink', 'heart beat', 'muscle artifact', 'other', 'other', 'other', 'other', 'other', 'other', 'channel noise', 'channel noise', 'other', 'other', 'other', 'other', 'line noise', 'line noise', 'other', 'other', 'other', 'muscle artifact', 'other', 'other', 'muscle artifact', 'eye blink', 'other', 'eye blink', 'other', 'other', 'other', 'other', 'muscle artifact', 'other', 'other', 'other', 'other'];[['E55', 'E67']]
sub-NDARCU957PGQ_task-FunwithFractals_eeg.set;1;['E94'];[];[];['E1', 'E6', 'E7', 'E8', 'E15', 'E31', 'E37', 'E44', 'E49', 'E56', 'E60', 'E61', 'E62', 'E80', 'E92', 'E94', 'E105', 'E107', 'E108', 'E112', 'E120', 'E125'];['E112', 'E56', 'E37', 'E107', 'E94', 'E15', 'E92', 'E120', 'E60', 'E105', 'E1', 'E6', 'E44', 'E49', 'E8', 'E125', 'E7', 'E62', 'E108', 'E31', 'E80', 'E61'];[0, 1, 3, 5, 6, 7, 10, 11, 12, 13, 15, 17, 18, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 40, 41, 43, 44, 45, 47, 48, 49, 51, 53, 54, 55, 56, 57, 58, 59, 61, 63, 64, 65, 66, 67, 68, 69, 70, 71, 75, 76, 77, 79, 81];['other', 'eye blink', 'line noise', 'line noise', 'line noise', 'other', 'other', 'line noise', 'channel noise', 'line noise', 'other', 'line noise', 'eye blink', 'other', 'other', 'line noise', 'other', 'other', 'eye blink', 'line noise', 'line noise', 'other', 'other', 'other', 'eye blink', 'line noise', 'line noise', 'line noise', 'line noise', 'line noise', 'other', 'other', 'line noise', 'eye blink', 'line noise', 'other', 'other', 'eye blink', 'eye blink', 'other', 'other', 'other', 'channel noise', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'eye blink', 'eye blink', 'line noise', 'other', 'muscle artifact', 'other', 'other', 'other', 'other', 'other'];[]
sub-NDARXG469XGP_task-contrastChangeDetection_run-3_eeg.set;0;[];[];[];['E8', 'E31', 'E49', 'E55', 'E62', 'E79', 'E107', 'E114', 'E115'];['E115', 'E114', 'E107', 'E62', 'E49', 'E8', 'E31', 'E55', 'E79'];[7, 9, 11, 14, 15, 16, 17, 18, 23, 32, 37, 39, 41, 45, 47, 51, 55, 57, 61, 64, 68, 69, 72, 78, 79, 80, 83, 86, 88, 89, 92, 93, 95, 97, 98, 101, 102, 104, 105, 106, 107];['channel noise', 'line noise', 'channel noise', 'line noise', 'channel noise', 'line noise', 'other', 'channel noise', 'line noise', 'other', 'other', 'eye blink', 'other', 'channel noise', 'other', 'line noise', 'other', 'other', 'eye blink', 'other', 'channel noise', 'channel noise', 'channel noise', 'other', 'muscle artifact', 'line noise', 'other', 'eye blink', 'other', 'other', 'line noise', 'channel noise', 'channel noise', 'other', 'other', 'other', 'other', 'line noise', 'line noise', 'other', 'other'];[]
sub-NDARYL758JGG_task-DespicableMe_eeg.set;0;[];[];[];['E4', 'E8', 'E27', 'E34', 'E49', 'E56', 'E71', 'E80', 'E88', 'E89', 'E91', 'E95', 'E103', 'E106', 'E107', 'E108', 'E113', 'E114', 'E116', 'E120', 'E122', 'E123'];['E71', 'E8', 'E4', 'E89', 'E116', 'E120', 'E56', 'E95', 'E123', 'E122', 'E103', 'E88', 'E113', 'E106', 'E108', 'E34', 'E91', 'E49', 'E114', 'E107', 'E27', 'E80'];[0, 1, 2, 3, 5, 7, 10, 12, 13, 15, 16, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 34, 35, 37, 38, 40, 41, 42, 43, 44, 46, 47, 48, 50, 51, 53, 55, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 80];['other', 'channel noise', 'eye blink', 'muscle artifact', 'muscle artifact', 'other', 'muscle artifact', 'muscle artifact', 'eye blink', 'muscle artifact', 'channel noise', 'channel noise', 'other', 'eye blink', 'line noise', 'other', 'eye blink', 'line noise', 'line noise', 'muscle artifact', 'other', 'other', 'line noise', 'other', 'other', 'other', 'line noise', 'line noise', 'other', 'line noise', 'muscle artifact', 'line noise', 'line noise', 'line noise', 'other', 'other', 'other', 'eye blink', 'channel noise', 'other', 'other', 'other', 'line noise', 'muscle artifact', 'channel noise', 'other', 'channel noise', 'other', 'line noise', 'other', 'other', 'other', 'line noise', 'other', 'other', 'line noise', 'other', 'other', 'other', 'heart beat', 'line noise'];[]
sub-NDARAP176AD1_task-RestingState_eeg.set;6;[];['E7' 'E31' 'E49' 'E67' 'E80' 'E106'];['E67', 'E49'];['E8', 'E11', 'E12', 'E25', 'E33', 'E36', 'E38', 'E43', 'E44', 'E45', 'E47', 'E51', 'E56', 'E61', 'E67', 'E69', 'E80', 'E82', 'E87', 'E91', 'E93', 'E98', 'E101', 'E102', 'E103', 'E104', 'E105', 'E106', 'E109', 'E110', 'E111', 'E116', 'E117', 'E118', 'E123', 'E124', 'E125', 'E128'];['E45', 'E118', 'E38', 'E102', 'E7', 'E61', 'E33', 'E31', 'E47', 'E93', 'E124', 'E67', 'E98', 'E49', 'E109', 'E36', 'E101', 'E91', 'E43', 'E82', 'E69', 'E110', 'E106', 'E105', 'E104', 'E12', 'E11', 'E44', 'E51', 'E103', 'E56', 'E125', 'E8', 'E80', 'E117', 'E87', 'E25', 'E123', 'E111', 'E116', 'E128'];[0, 1, 2, 3, 5, 6, 7, 8, 14, 15, 17, 28, 31, 39, 41, 44, 48, 49, 53, 56, 59, 60, 61, 62, 64, 71, 75, 76, 77, 80, 81, 82, 84, 85, 86, 87, 89, 91, 92, 95, 96, 97, 99, 100, 101, 104, 106];['line noise', 'line noise', 'line noise', 'line noise', 'line noise', 'line noise', 'line noise', 'line noise', 'channel noise', 'eye blink', 'channel noise', 'eye blink', 'channel noise', 'eye blink', 'channel noise', 'muscle artifact', 'other', 'line noise', 'eye blink', 'channel noise', 'other', 'line noise', 'channel noise', 'eye blink', 'channel noise', 'channel noise', 'other', 'eye blink', 'channel noise', 'other', 'other', 'other', 'other', 'other', 'channel noise', 'muscle artifact', 'other', 'other', 'other', 'other', 'other', 'other', 'channel noise', 'other', 'muscle artifact', 'other', 'other'];[['E49', 'E67']]
sub-NDARXT792GY8_task-seqLearning6target_eeg.set;2;['E113'];['E67'];[];['E1', 'E2', 'E3', 'E5', 'E6', 'E7', 'E8', 'E12', 'E13', 'E28', 'E29', 'E31', 'E32', 'E33', 'E34', 'E35', 'E36', 'E38', 'E39', 'E40', 'E42', 'E43', 'E44', 'E45', 'E46', 'E47', 'E49', 'E50', 'E53', 'E54', 'E55', 'E56', 'E57', 'E58', 'E62', 'E63', 'E64', 'E67', 'E71', 'E72', 'E73', 'E74', 'E75', 'E76', 'E78', 'E79', 'E80', 'E82', 'E83', 'E84', 'E85', 'E86', 'E87', 'E88', 'E89', 'E90', 'E91', 'E92', 'E94', 'E95', 'E96', 'E97', 'E98', 'E99', 'E100', 'E101', 'E102', 'E103', 'E105', 'E106', 'E107', 'E108', 'E109', 'E110', 'E111', 'E112', 'E113', 'E114', 'E115', 'E116', 'E117', 'E118', 'E120', 'E121', 'E122', 'E123', 'E124', 'E125', 'E128'];['E113', 'E88', 'E80', 'E103', 'E105', 'E58', 'E28', 'E34', 'E121', 'E99', 'E107', 'E97', 'E86', 'E3', 'E50', 'E64', 'E123', 'E101', 'E5', 'E32', 'E79', 'E29', 'E55', 'E36', 'E75', 'E82', 'E89', 'E109', 'E108', 'E12', 'E125', 'E7', 'E46', 'E122', 'E31', 'E67', 'E72', 'E40', 'E87', 'E71', 'E73', 'E35', 'E45', 'E94', 'E90', 'E76', 'E116', 'E124', 'E44', 'E1', 'E53', 'E62', 'E128', 'E91', 'E95', 'E110', 'E39', 'E106', 'E54', 'E115', 'E118', 'E114', 'E96', 'E47', 'E85', 'E57', 'E102', 'E84', 'E33', 'E100', 'E74', 'E78', 'E92', 'E2', 'E111', 'E56', 'E49', 'E13', 'E112', 'E83', 'E120', 'E43', 'E98', 'E42', 'E38', 'E8', 'E6', 'E117', 'E63'];[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 32, 33, 35, 36, 37, 40, 42, 43, 44, 45, 47, 50, 51, 53, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 67, 68, 69, 71, 73, 74, 75, 76, 77];['line noise', 'line noise', 'channel noise', 'other', 'eye blink', 'other', 'eye blink', 'line noise', 'eye blink', 'line noise', 'eye blink', 'line noise', 'eye blink', 'line noise', 'other', 'other', 'eye blink', 'eye blink', 'line noise', 'eye blink', 'other', 'other', 'other', 'line noise', 'other', 'other', 'channel noise', 'other', 'other', 'other', 'other', 'line noise', 'line noise', 'other', 'channel noise', 'other', 'other', 'other', 'line noise', 'other', 'other', 'line noise', 'other', 'other', 'other', 'other', 'line noise', 'channel noise', 'other', 'line noise', 'other', 'other', 'other', 'other', 'line noise', 'line noise', 'other', 'channel noise', 'line noise'];[]
sub-NDARXY938XY7_task-RestingState_eeg.set;6;[];['E26' 'E67' 'E80' 'E87' 'E105' 'E106'];['E67', 'E26'];['E7', 'E25', 'E31', 'E32', 'E33', 'E34', 'E38', 'E39', 'E40', 'E41', 'E45', 'E46', 'E54', 'E55', 'E57', 'E58', 'E63', 'E64', 'E70', 'E77', 'E80', 'E95', 'E99', 'E100', 'E105', 'E106', 'E107', 'E113', 'E115', 'E125'];['E32', 'E34', 'E67', 'E54', 'E125', 'E39', 'E41', 'E107', 'E31', 'E38', 'E95', 'E77', 'E40', 'E87', 'E7', 'E64', 'E70', 'E55', 'E25', 'E115', 'E63', 'E105', 'E45', 'E46', 'E113', 'E106', 'E80', 'E26', 'E99', 'E100', 'E58', 'E33', 'E57'];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 25, 26, 27, 28, 29, 30, 32, 35, 37, 39, 40, 41, 43, 45, 46, 47, 48, 50, 51, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 65, 66, 67, 68];['line noise', 'line noise', 'line noise', 'line noise', 'line noise', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'line noise', 'channel noise', 'line noise', 'eye blink', 'channel noise', 'eye blink', 'line noise', 'muscle artifact', 'channel noise', 'line noise', 'eye blink', 'line noise', 'other', 'channel noise', 'eye blink', 'other', 'channel noise', 'other', 'line noise', 'muscle artifact', 'other', 'channel noise', 'other', 'eye blink', 'line noise', 'other', 'other', 'other', 'channel noise', 'line noise', 'other', 'channel noise', 'line noise', 'channel noise', 'heart beat', 'channel noise', 'channel noise', 'channel noise', 'muscle artifact', 'other', 'channel noise', 'muscle artifact', 'other', 'channel noise', 'line noise', 'line noise', 'muscle artifact'];[['E26', 'E67']]
sub-NDARZN277NR6_task-ThePresent_eeg.set;1;[];['E67'];[];['E43', 'E44', 'E47', 'E54', 'E55', 'E62', 'E67', 'E80', 'E114'];['E62', 'E44', 'E47', 'E114', 'E54', 'E55', 'E43', 'E67', 'E80'];[0, 1, 4, 8, 19, 22, 41, 42, 44, 51, 67, 69, 72, 74, 76, 80, 82, 84, 86, 87, 88, 89, 90, 91, 94, 95, 97, 99, 102, 103, 104, 105];['line noise', 'line noise', 'eye blink', 'line noise', 'line noise', 'line noise', 'muscle artifact', 'eye blink', 'channel noise', 'line noise', 'channel noise', 'other', 'channel noise', 'other', 'channel noise', 'line noise', 'other', 'other', 'other', 'muscle artifact', 'channel noise', 'line noise', 'other', 'other', 'other', 'muscle artifact', 'channel noise', 'line noise', 'other', 'other', 'other', 'other'];[]
sub-NDARYL758JGG_task-DiaryOfAWimpyKid_eeg.set;0;[];[];[];['E4', 'E8', 'E19', 'E20', 'E25', 'E28', 'E34', 'E39', 'E41', 'E45', 'E56', 'E57', 'E59', 'E71', 'E84', 'E87', 'E88', 'E92', 'E96', 'E98', 'E99', 'E100', 'E103', 'E107', 'E108', 'E109', 'E110', 'E113', 'E114', 'E115', 'E116', 'E117', 'E122', 'E123'];['E99', 'E8', 'E4', 'E98', 'E56', 'E110', 'E96', 'E19', 'E39', 'E41', 'E115', 'E59', 'E103', 'E88', 'E87', 'E113', 'E100', 'E108', 'E107', 'E71', 'E28', 'E116', 'E92', 'E20', 'E84', 'E109', 'E123', 'E45', 'E122', 'E25', 'E117', 'E34', 'E114', 'E57'];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 64];['channel noise', 'eye blink', 'channel noise', 'line noise', 'channel noise', 'line noise', 'line noise', 'channel noise', 'channel noise', 'channel noise', 'other', 'channel noise', 'line noise', 'channel noise', 'channel noise', 'other', 'line noise', 'other', 'muscle artifact', 'other', 'eye blink', 'channel noise', 'channel noise', 'channel noise', 'eye blink', 'channel noise', 'eye blink', 'other', 'eye blink', 'other', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'line noise', 'other', 'line noise', 'line noise', 'eye blink', 'channel noise', 'other', 'line noise', 'other', 'other', 'other', 'channel noise', 'other', 'other', 'channel noise', 'other', 'other', 'other', 'other', 'heart beat', 'other', 'other', 'other', 'channel noise', 'other', 'other'];[]
sub-NDARZD415ZZ1_task-surroundSupp_run-2_eeg.set;1;[];['E107'];[];['E2', 'E4', 'E5', 'E6', 'E7', 'E8', 'E9', 'E11', 'E12', 'E13', 'E14', 'E16', 'E18', 'E19', 'E20', 'E21', 'E22', 'E23', 'E24', 'E25', 'E26', 'E27', 'E28', 'E29', 'E30', 'E31', 'E32', 'E33', 'E34', 'E35', 'E36', 'E37', 'E39', 'E40', 'E41', 'E42', 'E44', 'E45', 'E46', 'E47', 'E49', 'E53', 'E54', 'E55', 'E56', 'E62', 'E74', 'E78', 'E79', 'E80', 'E85', 'E87', 'E96', 'E99', 'E101', 'E102', 'E103', 'E104', 'E105', 'E106', 'E107', 'E108', 'E109', 'E110', 'E111', 'E112', 'E113', 'E114', 'E115', 'E116', 'E117', 'E118', 'E121', 'E122', 'E123', 'E124', 'E125', 'E128'];['E105', 'E6', 'E79', 'E5', 'E111', 'E2', 'E108', 'E46', 'E31', 'E56', 'E80', 'E11', 'E87', 'E30', 'E102', 'E25', 'E12', 'E118', 'E44', 'E21', 'E45', 'E99', 'E55', 'E62', 'E124', 'E122', 'E85', 'E121', 'E42', 'E22', 'E32', 'E14', 'E27', 'E29', 'E28', 'E109', 'E103', 'E104', 'E18', 'E47', 'E54', 'E116', 'E96', 'E13', 'E49', 'E37', 'E117', 'E125', 'E78', 'E123', 'E115', 'E26', 'E16', 'E20', 'E34', 'E114', 'E106', 'E74', 'E35', 'E36', 'E39', 'E112', 'E53', 'E4', 'E9', 'E107', 'E33', 'E110', 'E128', 'E24', 'E41', 'E101', 'E7', 'E40', 'E19', 'E8', 'E23', 'E113'];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 45, 46, 47];['channel noise', 'channel noise', 'line noise', 'line noise', 'channel noise', 'eye blink', 'channel noise', 'channel noise', 'channel noise', 'line noise', 'eye blink', 'channel noise', 'eye blink', 'eye blink', 'other', 'other', 'other', 'channel noise', 'channel noise', 'channel noise', 'other', 'other', 'eye blink', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'eye blink', 'channel noise', 'other', 'eye blink', 'channel noise', 'channel noise', 'other', 'eye blink', 'other', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'other', 'other', 'other'];[]
sub-NDARBV680AA8_task-RestingState_eeg.set;6;[];['E30' 'E31' 'E54' 'E67' 'E79' 'E80'];[];['E2', 'E4', 'E5', 'E6', 'E7', 'E8', 'E9', 'E11', 'E12', 'E13', 'E16', 'E19', 'E20', 'E22', 'E24', 'E26', 'E28', 'E29', 'E30', 'E31', 'E34', 'E36', 'E39', 'E40', 'E43', 'E46', 'E49', 'E50', 'E53', 'E54', 'E55', 'E57', 'E58', 'E59', 'E63', 'E64', 'E65', 'E66', 'E67', 'E68', 'E69', 'E71', 'E74', 'E82', 'E92', 'E93', 'E95', 'E104', 'E105', 'E106', 'E107', 'E112', 'E113', 'E120', 'E124', 'E125'];['E16', 'E28', 'E39', 'E13', 'E43', 'E92', 'E63', 'E66', 'E34', 'E68', 'E124', 'E112', 'E106', 'E58', 'E31', 'E49', 'E113', 'E11', 'E20', 'E29', 'E82', 'E9', 'E107', 'E2', 'E40', 'E26', 'E12', 'E5', 'E54', 'E120', 'E125', 'E104', 'E24', 'E69', 'E64', 'E80', 'E46', 'E71', 'E19', 'E79', 'E74', 'E67', 'E95', 'E59', 'E105', 'E57', 'E30', 'E8', 'E50', 'E65', 'E53', 'E4', 'E22', 'E7', 'E93', 'E36', 'E6', 'E55'];[0, 1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50, 51, 52];['line noise', 'line noise', 'line noise', 'line noise', 'channel noise', 'channel noise', 'channel noise', 'line noise', 'channel noise', 'eye blink', 'channel noise', 'line noise', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'line noise', 'line noise', 'line noise', 'channel noise', 'eye blink', 'channel noise', 'channel noise', 'line noise', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'other', 'channel noise', 'line noise', 'line noise', 'line noise', 'line noise', 'channel noise', 'channel noise', 'channel noise', 'line noise', 'line noise', 'line noise', 'other', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'other', 'channel noise', 'channel noise'];[]
sub-NDARYY218LU2_task-RestingState_eeg.set;0;[];[];[];['E7', 'E8', 'E12', 'E14', 'E15', 'E27', 'E30', 'E31', 'E32', 'E36', 'E37', 'E38', 'E42', 'E53', 'E56', 'E57', 'E60', 'E65', 'E66', 'E68', 'E69', 'E70', 'E77', 'E80', 'E83', 'E85', 'E87', 'E88', 'E91', 'E93', 'E100', 'E103', 'E104', 'E105', 'E106', 'E109', 'E110', 'E116', 'E122', 'E125', 'E128'];['E7', 'E69', 'E30', 'E53', 'E36', 'E70', 'E38', 'E65', 'E32', 'E104', 'E66', 'E85', 'E57', 'E116', 'E12', 'E125', 'E8', 'E106', 'E109', 'E56', 'E122', 'E91', 'E68', 'E83', 'E14', 'E103', 'E88', 'E100', 'E93', 'E31', 'E42', 'E15', 'E27', 'E105', 'E87', 'E128', 'E110', 'E80', 'E37', 'E60', 'E77'];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61];['line noise', 'channel noise', 'channel noise', 'line noise', 'other', 'line noise', 'line noise', 'channel noise', 'channel noise', 'channel noise', 'other', 'channel noise', 'eye blink', 'line noise', 'line noise', 'eye blink', 'other', 'channel noise', 'line noise', 'channel noise', 'other', 'other', 'channel noise', 'line noise', 'line noise', 'channel noise', 'line noise', 'channel noise', 'channel noise', 'other', 'channel noise', 'other', 'channel noise', 'channel noise', 'line noise', 'line noise', 'other', 'other', 'line noise', 'line noise', 'eye blink', 'muscle artifact', 'channel noise', 'line noise', 'channel noise', 'channel noise', 'other', 'channel noise', 'channel noise', 'eye blink', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'other', 'other', 'line noise', 'channel noise', 'line noise', 'line noise', 'channel noise'];[]
sub-NDARCU957PGQ_task-RestingState_eeg.set;1;['E44'];[];[];['E8', 'E12', 'E14', 'E21', 'E27', 'E31', 'E34', 'E39', 'E44', 'E45', 'E49', 'E53', 'E54', 'E55', 'E57', 'E73', 'E80', 'E94', 'E105', 'E106', 'E113', 'E125', 'E128'];['E34', 'E128', 'E31', 'E54', 'E106', 'E94', 'E14', 'E53', 'E113', 'E73', 'E105', 'E44', 'E45', 'E49', 'E8', 'E55', 'E57', 'E125', 'E27', 'E12', 'E21', 'E39', 'E80'];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 48, 50, 52, 53, 54, 55, 56, 58, 59, 60, 61, 62, 66, 67, 71, 72, 73, 75, 77];['line noise', 'line noise', 'eye blink', 'line noise', 'eye blink', 'eye blink', 'eye blink', 'eye blink', 'eye blink', 'line noise', 'eye blink', 'eye blink', 'line noise', 'line noise', 'eye blink', 'line noise', 'eye blink', 'eye blink', 'channel noise', 'other', 'eye blink', 'line noise', 'other', 'other', 'other', 'line noise', 'eye blink', 'channel noise', 'line noise', 'eye blink', 'other', 'other', 'other', 'eye blink', 'channel noise', 'eye blink', 'other', 'other', 'other', 'eye blink', 'eye blink', 'eye blink', 'line noise', 'line noise', 'other', 'muscle artifact', 'eye blink', 'channel noise', 'other', 'other', 'channel noise', 'other', 'other', 'other', 'other', 'line noise', 'other', 'other'];[]
